slug,exception_info
Math_40,org.apache.commons.math.exception.TooManyEvaluationsException: illegal state: maximal count (100) exceeded: evaluations
Math_41,junit.framework.AssertionFailedError: expected:<1.6644508338125354> but was:<0.31909161062727365>
Math_42,junit.framework.AssertionFailedError
Math_43,junit.framework.AssertionFailedError: expected:<2.5> but was:<NaN>
Math_44,junit.framework.AssertionFailedError: going backard in time! (7.796578226186635 < 10.99)
Math_45,junit.framework.AssertionFailedError: Expected exception: org.apache.commons.math.exception.NumberIsTooLargeException
Math_46,junit.framework.AssertionFailedError
Math_47,junit.framework.AssertionFailedError
Math_48,"java.lang.Exception: Unexpected exception, expected<org.apache.commons.math.exception.ConvergenceException> but was<org.apache.commons.math.exception.TooManyEvaluationsException>"
Math_49,org.apache.commons.math.MathRuntimeException$6: map has been modified while iterating
Math_50,junit.framework.AssertionFailedError: Expected exception: org.apache.commons.math.exception.TooManyEvaluationsException
Math_51,"org.apache.commons.math.exception.TooManyEvaluationsException: illegal state: maximal count (3,624) exceeded: evaluations"
Math_52,junit.framework.AssertionFailedError: expected:<0.6228370359608201> but was:<NaN>
Math_53,junit.framework.AssertionFailedError
Math_54,junit.framework.AssertionFailedError: expected:<0.0> but was:<-Infinity>
Math_55,junit.framework.AssertionFailedError: expected:<1.0> but was:<0.0>
Math_56,junit.framework.AssertionFailedError: Wrong multidimensional index for [3][2] expected:<3> but was:<2>
Math_57,junit.framework.AssertionFailedError
Math_58,"org.apache.commons.math.exception.NotStrictlyPositiveException: -1.277 is smaller than, or equal to, the minimum (0)"
Math_59,"junit.framework.AssertionFailedError: max(50.0, -50.0) expected:<50.0> but was:<-50.0>"
Math_60,org.apache.commons.math.ConvergenceException: Continued fraction diverged to NaN for value ∞
Math_61,org.apache.commons.math.MathRuntimeException$4: the Poisson mean must be positive (-1)
Math_62,junit.framework.AssertionFailedError: expected:<-0.2719561293> but was:<-0.2719561278056452>
Math_63,junit.framework.AssertionFailedError
Math_64,junit.framework.AssertionFailedError: expected:<0.2578199266368004> but was:<0.2578330049004441>
Math_65,junit.framework.AssertionFailedError: expected:<0.004> but was:<0.0019737107108948474>
Math_66,junit.framework.AssertionFailedError: expected:<1880.5> but was:<18.0>
Math_66,junit.framework.AssertionFailedError: expected:<-0.2719561270319131> but was:<-0.2719561299044896>
Math_67,junit.framework.AssertionFailedError: expected:<-0.27195612846834> but was:<-0.27194301946870036>
Math_68,junit.framework.AssertionFailedError: expected:<0.2578330049> but was:<0.257819926636807>
Math_69,junit.framework.AssertionFailedError
Math_70,java.lang.NullPointerException
Math_71,junit.framework.AssertionFailedError: expected:<1.8782503799999986E9> but was:<1.878250479999994E9>
Math_71,junit.framework.AssertionFailedError: expected:<1.8782503799999986E9> but was:<1.878250439999994E9>
Math_72,junit.framework.AssertionFailedError: expected:<3.141592653589793> but was:<1.2246467991473532E-16>
Math_73,junit.framework.AssertionFailedError: Expecting IllegalArgumentException - non-bracketing
Math_74,junit.framework.AssertionFailedError
Math_75,junit.framework.AssertionFailedError: three (Object) pct expected:<0.5> but was:<1.0>
Math_76,junit.framework.AssertionFailedError: expected:<0.0> but was:<0.09336767546650937>
Math_77,junit.framework.AssertionFailedError: compare values   expected:<6.0> but was:<128.0>
Math_77,junit.framework.AssertionFailedError: compare values   expected:<6.0> but was:<-3.0>
Math_78,"org.apache.commons.math.MathRuntimeException$4: function values at endpoints do not have different signs.  Endpoints: [89.999, 153.1], Values: [-0.066, -1,142.11]"
Math_79,java.lang.NullPointerException
Math_80,junit.framework.AssertionFailedError: expected:<16828.208208485466> but was:<20654.74511575945>
Math_81,java.lang.ArrayIndexOutOfBoundsException: -1
Math_82,junit.framework.AssertionFailedError: expected:<10.0> but was:<11.5>
Math_83,junit.framework.AssertionFailedError: expected:<6.9> but was:<4.6000000000000005>
Math_84,junit.framework.AssertionFailedError
Math_85,"org.apache.commons.math.MathException: org.apache.commons.math.ConvergenceException: number of iterations=1, maximum iterations=2,147,483,647, initial=1, lower bound=0, upper bound=179,769,313,486,231,570,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000, final a value=0, final b value=2, f(a)=-0.477, f(b)=0"
Math_86,junit.framework.AssertionFailedError: Expected exception: org.apache.commons.math.linear.NotPositiveDefiniteMatrixException
Math_87,junit.framework.AssertionFailedError: expected:<10.0> but was:<0.0>
Math_88,junit.framework.AssertionFailedError: expected:<1.0> but was:<0.0>
Math_89,java.lang.ClassCastException: java.lang.Object cannot be cast to java.lang.Comparable
Math_90,java.lang.IllegalArgumentException: Value not comparable to existing values.
Math_91,junit.framework.AssertionFailedError: expected:<-1> but was:<0>
Math_92,"junit.framework.AssertionFailedError: 48,22 expected:<27385657281648> but was:<27385657281647>"
Math_93,junit.framework.AssertionFailedError: 17!  expected:<3.55687428096E14> but was:<3.55687428096001E14>
Math_94,junit.framework.AssertionFailedError: expected:<98304> but was:<3440640>
Math_95,java.lang.IllegalArgumentException: Invalid endpoint parameters:  lowerBound=0.0 initial=-1.0 upperBound=1.7976931348623157E308
Math_96,junit.framework.AssertionFailedError: expected:<org.apache.commons.math.complex.Complex@98b00000> but was:<org.apache.commons.math.complex.Complex@18b00000>
Math_97,"java.lang.IllegalArgumentException: Function values at endpoints do not have different signs.  Endpoints: [3.0,3.141592653589793]  Values: [0.1411200080598672,1.2246467991473532E-16]"
Math_98,java.lang.ArrayIndexOutOfBoundsException: 2
Math_99,junit.framework.AssertionFailedError: expecting ArithmeticException
Math_100,java.lang.ArrayIndexOutOfBoundsException: 6
Math_101,"java.lang.StringIndexOutOfBoundsException: begin 5, end 6, length 5"
Math_102,	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
Math_102,junit.framework.AssertionFailedError: chi-square test statistic expected:<114875.90421929007> but was:<3624883.3429077636>
Math_103,"org.apache.commons.math.MaxIterationsExceededException: Maximal number of iterations (10,000) exceeded"
Math_104,junit.framework.AssertionFailedError: expected:<0.632120558828558> but was:<0.6321205587649603>
Math_105,junit.framework.AssertionFailedError
Math_106,junit.framework.AssertionFailedError: invalid minus in improper fraction.
Mockito_1,java.lang.UnsupportedOperationException
Mockito_2,junit.framework.AssertionFailedError: It is forbidden to invoke Mockito.timeout() with negative value.
Mockito_2,junit.framework.AssertionFailedError: It is forbidden to create timer with negative value of timer's duration.
Mockito_3,java.lang.ArrayIndexOutOfBoundsException: 2
Mockito_3,"junit.framework.AssertionFailedError: expected:<[['a', 'b', 'c', 'again ?!']]> but was:<[[42, 42]]>"
Mockito_3,java.lang.ArrayIndexOutOfBoundsException: 1
Mockito_3,"junit.framework.AssertionFailedError: expected:<[['a', 'b']]> but was:<[[1]]>"
Mockito_4,"java.lang.Exception: Unexpected exception, expected<org.mockito.exceptions.verification.NoInteractionsWanted> but was<java.lang.ClassCastException>"
Mockito_4,"java.lang.Exception: Unexpected exception, expected<org.mockito.exceptions.verification.VerificationInOrderFailure> but was<java.lang.ClassCastException>"
Mockito_5,Argument(s) are different! Wanted:
Mockito_5,junit.framework.AssertionFailedError: 'org.mockito.internal.verification.VerificationOverTimeImpl' has some dependency to JUnit
Mockito_6,junit.framework.ComparisonFailure: expected:<null> but was:<0>
Mockito_6,junit.framework.ComparisonFailure: expected:<null> but was:<matched>
Mockito_7,org.mockito.exceptions.base.MockitoException: Raw extraction not supported for : 'null'
Mockito_8,java.lang.StackOverflowError
Mockito_9,org.mockito.exceptions.base.MockitoException: 
Mockito_10,org.mockito.exceptions.base.MockitoException: 
Mockito_11,junit.framework.AssertionFailedError
Mockito_12,java.lang.ClassCastException: sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl cannot be cast to java.lang.Class
Mockito_13,junit.framework.AssertionFailedError
Mockito_14,junit.framework.AssertionFailedError: 
Mockito_15,junit.framework.AssertionFailedError
Mockito_16,org.mockito.exceptions.misusing.MissingMethodInvocationException: 
Mockito_17,java.io.NotSerializableException: org.mockitousage.IMethods$$EnhancerByMockitoWithCGLIB$$a67cc788
Mockito_18,java.lang.NullPointerException
Mockito_19,junit.framework.AssertionFailedError: Expected: <null> but was: candidate2
Mockito_20,junit.framework.ComparisonFailure: expected:<hey!> but was:<null>
Mockito_20,junit.framework.ComparisonFailure: expected:<[inner] strength> but was:<[null] strength>
Mockito_21,Argument(s) are different! Wanted:
Mockito_21,org.mockito.internal.creation.instance.InstantationException: Unable to create mock instance of 'SomeInnerClass'.
Mockito_22,java.lang.RuntimeException
Mockito_22,junit.framework.AssertionFailedError: 
Mockito_23,java.io.NotSerializableException: org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs$2
Mockito_24,junit.framework.AssertionFailedError: expected:<0> but was:<1>
Mockito_24,junit.framework.AssertionFailedError: expected:<1> but was:<2>
Mockito_25,java.lang.ClassCastException: org.mockito.internal.creation.jmock.ClassImposterizer$ClassWithSuperclassToWorkAroundCglibBug$$EnhancerByMockitoWithCGLIB$$7206ffd0 cannot be cast to java.lang.String
Mockito_26,junit.framework.AssertionFailedError: expected:<0.0> but was:<0>
Mockito_26,java.lang.ClassCastException: java.lang.Integer cannot be cast to java.lang.Double
Mockito_27,junit.framework.AssertionFailedError: 
Mockito_28,junit.framework.AssertionFailedError: expected same:<java.lang.Object@65ff5d53> was not:<mockedBean>
Mockito_29,"java.lang.Exception: Unexpected exception, expected<java.lang.AssertionError> but was<java.lang.NullPointerException>"
Mockito_30,"junit.framework.AssertionFailedError: Exception message should include oompa and lumpa, but was: "
Mockito_31,"junit.framework.ComparisonFailure: expected:<... unstubbed withArgs([oompa, lumpa]) method on mock> but was:<... unstubbed withArgs([]) method on mock>"
Mockito_32,junit.framework.AssertionFailedError: <'
Mockito_33,junit.framework.AssertionFailedError
Mockito_34,java.lang.ArrayIndexOutOfBoundsException: 0
Mockito_35,java.lang.NullPointerException
Mockito_36,java.lang.NullPointerException
Mockito_36,java.lang.NoSuchMethodError: java.lang.Object.get(I)Ljava/lang/Object;
Mockito_37,junit.framework.AssertionFailedError
Mockito_38,java.lang.NullPointerException
Time_1,junit.framework.AssertionFailedError
Time_2,java.lang.IllegalArgumentException: Types array must not contain duplicate: era and year
Time_3,junit.framework.ComparisonFailure: expected:<...10-30T02:30:00.000+0[1]:00> but was:<...10-30T02:30:00.000+0[2]:00>
Time_4,junit.framework.AssertionFailedError
Time_5,java.lang.UnsupportedOperationException: Field is not supported
Time_6,junit.framework.AssertionFailedError
Time_7,"org.joda.time.IllegalFieldValueException: Cannot parse ""2 29"": Value 29 for dayOfMonth must be in the range [1,28]"
Time_8,java.lang.IllegalArgumentException: Minutes out of range: -15
Time_9,junit.framework.AssertionFailedError
Time_10,"org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1,28]"
Time_11,junit.framework.AssertionFailedError
Time_12,junit.framework.AssertionFailedError: expected:<0000-02-03> but was:<0001-02-03>
Time_12,junit.framework.AssertionFailedError: expected:<0000-02-03T04:05:06.007> but was:<0001-02-03T04:05:06.007>
Time_13,junit.framework.ComparisonFailure: expected:<PT[-]0.008S> but was:<PT[]0.008S>
Time_14,"org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1,28]"
Time_15,junit.framework.AssertionFailedError
Time_16,junit.framework.AssertionFailedError: expected:<2004-05-01T12:20:30.000+09:00> but was:<2000-05-01T12:20:30.000+09:00>
Time_17,junit.framework.AssertionFailedError: expected:<2012-02-25T23:15:00.000-03:00> but was:<2012-02-25T23:15:00.000-02:00>
Time_18,"org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1,28]"
Time_19,junit.framework.ComparisonFailure: expected:<...1-10-30T01:15:00.000[+01:00]> but was:<...1-10-30T01:15:00.000[Z]>
Time_20,"java.lang.IllegalArgumentException: Invalid format: ""2007-03-04 12:30 America/Dawson_Creek"" is malformed at ""_Creek"""
Time_22,junit.framework.AssertionFailedError: expected:<0> but was:<64>
Time_23,junit.framework.ComparisonFailure: expected:<[WET]> but was:<[Europe/London]>
Time_24,junit.framework.AssertionFailedError: expected:<2010-01-04> but was:<2008-12-29>
Time_25,junit.framework.ComparisonFailure: expected:<...10-28T02:30:00.000+0[4]:00> but was:<...10-28T02:30:00.000+0[3]:00>
Time_26,junit.framework.ComparisonFailure: expected:<...10-31T02:30:00.123+0[2]:00> but was:<...10-31T02:30:00.123+0[1]:00>
Time_27,"java.lang.IllegalArgumentException: Invalid format: ""PT1003199059S"" is malformed at ""1003199059S"""
